ISBN,Control Number,Title
9781619306882,on1057550987,The Renaissance artists : with history projects for kids /|cDiane C. Taylor.
9781619634336,  2017007103,Valensteins : (a love story) / Ethan Long.
9781619639393,in901629667,The doublecross : (and other skills I learned as a superspy) / Jackson Pearce.
9781620140048,  2012048195,Parrots over Puerto Rico / by Susan L. Roth and Cindy Trumbore ; collages by Susan L. Roth.
9781620310915,  2013039885,Dentists / by Cari Meister.
9781620310922,  2013042371,Farmers / by Cari Meister.
9781620314005,  2016005782,Wildfires / by Vanessa Black.
9781620315125,  2016010671,Los animales en el invierno / por Jenny Fretland VanVoorst.
9781620315156,  2016010678,El clima en el invierno / por Jenny Fretland VanVoorst.
9781620315279,  2016010671,Los animales en el invierno / por Jenny Fretland VanVoorst.
9781620315309,  2016010678,El clima en el invierno / por Jenny Fretland VanVoorst.
9781621276197,  2012051489,La Campana de la Libertad / Megan Kopp.
9781621276203,  2012051489,La Campana de la Libertad / Megan Kopp.
9781621577768,in901682023,Marlon Bundo's A day in the life of the Vice-President / written by Charlotte Pence ; illustrated by Karen Pence.
9781622637447,ocn880238237,Si! Somos latinos / Alma Flor Ada y F. Isabel Campoy ; ilustraciones de David Diaz ; traduccion de las autoras.
9781623540128,  2012046363,Frosty the snowman / music and lyrics by Steve Nelson and Jack Rollins ; performed by Kenny Loggins ; illustrated by Wade Zahares.
9781623540425,ocn869262284,Animals that make me say ouch! / Dawn Cusick.
9781623708054,  2017000422,Mabel Opal Pear and the rules for spying / Amanda Hosch.
9781623708672,  2017005007,Zinnia and the bees / Danielle Davis.
9781624020308,  2013025309,"The dragon, the phoenix, and the beautiful pearl : a Chinese dragon spirit myth / Anita Yasuda ; [illustrated by] Jok."
9781624032929,  2013041828,"Do something for others : the kids' book of citizenship / Anders Hanson ; Consulting Editor, Diane Craig, M.A., Reading Specialist."
9781624034770,  2014933057,New York Mets / by Andy Knobel.
9781624034787,  2014933058,New York Yankees / by Brian Howell.
9781624035890,  2014026442,New York Jets / Marcia Zappa.
9781626720022,  2013048843,Edible colors / Jennifer Vogel Bass.
9781626721678,  2015026682,Pete Milano's guide to being a movie star / Tommy Greenwald ; illustrated by Rebecca Roher.
9781626722026,  2015004042,The Inn Between / by Marina Cohen ; illustrations by Sarah Watts.
9781626722088,ocn907539049,Castle : how it works / David Macaulay with Sheila Keenan.
9781626722101,ocn899155488,Jet plane : how it works / David Macaulay with Sheila Keenan.
9781626722125,ocn881041943,Eye : how it works / David Macaulay with Sheila Keenan.
9781626722361,  2015027142,Wet cement : a mix of concrete poems / Bob Raczka.
9781626722408,  2016004882,Rudas: Nino's horrendous hermanitas / Yuyi Morales.
9781626724273,in901744099,"The dam keeper. Book two, [World without darkness] / by Robert Kondo, Daisuke ""Dice"" Tsutsumi ; producer/agent, Kane Lee ; art lead, Yoshihiro Nagasuna ; art, Yohei Hashizume, JJ Jaehee Song, Kitikhun Pan Vongsayan ; additional art, Toshihiro Nakamura [and four others] ; graphics, Tim Palmer."
9781626726826,  2016058233,After the fall : how Humpty Dumpty got back up again : a story / by Dan Santat.
9781626727724,ocn964334474,Spinning / Tillie Walden.
9781626728257,in901722395,Rockets : defying gravity / Anne Drozd ; Jerzy Drozd.
9781626728264,in901722395,Rockets : defying gravity / Anne Drozd ; Jerzy Drozd.
9781626729407,ocn964334474,Spinning / Tillie Walden.
9781627172608,ocn879498030,Los arboles : pulmones de la Tierra / Barbara L. Webb ; [translation by Arnhilda Badia].
9781627651677,012919160658,Getting to know the world's greatest artists Georgia O'Keeffe / Mike Venezia.
9781627653619,  2010013896,A crazy day with cobras / by Mary Pope Osborne ; illustrated by Sal Murdocca.
9781627655521,022619083848,Freckle Juice / Judy Blume.
9781627657792,  2013008700,Sisters / Raina Telgemeier ; with color by Braden Lamb.
9781627658287,020719150122,Just critters who care / Mercer Mayer.
9781627790895,  2015003265,Superheroes don't eat veggie burgers / by Gretchen Kelley.
9781627790918,  2015005999,Gorillas up close / Christena Nippert-Eng with John Dominski [and five others].
9781627791038,  2014028435,Flutter & hum : animal poems = Aleteo y zumbido : poemas de animales / Julie Paschkis.
9781627791236,  2013042032,Goal! / written by Sean Taylor ; photographs by Caio Vilela.
9781627794039,  2015006001,The extincts / Veronica Cossanteli ; with illustrations by Roman Muradov.
9781627794343,  2015034859,Hand in hand / Rosemary Wells.
9781627797313,ocn932060329,"Baby bear, baby bear, what do you see? / by Bill Martin, Jr. ; pictures by Eric Carle."
9781628172997,020719150424,Big Elephant / Alex G. Webb.
9781628556353,  2015009091,La asombrosa carrera entre la tortuga y la liebre / por Marianne Berkes ; ilustrado por Cathy Morrison.
9781628556407,  2015009091,La asombrosa carrera entre la tortuga y la liebre / por Marianne Berkes ; ilustrado por Cathy Morrison.
9781628556452,  2015009091,La asombrosa carrera entre la tortuga y la liebre / por Marianne Berkes ; ilustrado por Cathy Morrison.
9781628557312,  2015037682,Once upon an elephant / by Linda Stanek ; illustrated by Shennen Bersani.
9781628557381,  2015037682,Once upon an elephant / by Linda Stanek ; illustrated by Shennen Bersani.
9781628558340,  2016016123,"After a while crocodile : Alexa's diary / by Dr. Brady Barr and Jennifer Keats Curtis ; illustrated by Susan Detwiler ; with photographs by Brady Barr, Jessica Rosnick, and Mario Aldecoa."
9781628558357,  2016016123,"After a while crocodile : Alexa's diary / by Dr. Brady Barr and Jennifer Keats Curtis ; illustrated by Susan Detwiler ; with photographs by Brady Barr, Jessica Rosnick, and Mario Aldecoa."
9781628558364,  2016016123,"After a while crocodile : Alexa's diary / by Dr. Brady Barr and Jennifer Keats Curtis ; illustrated by Susan Detwiler ; with photographs by Brady Barr, Jessica Rosnick, and Mario Aldecoa."
9781629703091,ocn880240452,"Buldocers / Charles Lennie ; [Spanish translators, Maria Reyes-Wrede, Maria Puchol]."
9781629703107,ocn880240555,"Camiones mezcladores / Charles Lennie ; [Spanish translators, Maria Reyes-Wrede, Maria Puchol]."
9781629703121,ocn880240535,"Camiones de volteo / Charles Lennie ; [Spanish translators, Maria Reyes-Wrede, Maria Puchol]."
9781629703169,ocn892759542,"Apatosaurus / Charles Lennie ; Spanish translators: Maria Reyes-Wrede, Maria Puchol."
9781629703442,ocn892759754,"Animales de la granja / Teddy Borth ; Spanish translators: Maria Reyes-Wrede, Maria Puchol."
9781629703725,ocn880240567,"Barcos / Julie Murray ; [Spanish translators, Maria Reyes-Wrede, Maria Puchol]."
9781629703732,ocn880240515,"Carros / Julie Murray ; Spanish translators: Maria Reyes-Wrede, Maria Puchol."
9781629703749,ocn880240538,"Aviones / Julie Murray ; Spanish translators: Maria Reyes-Wrede, Maria Puchol."
9781629703770,ocn880240582,"Camiones / Julie Murray ; Spanish translators, Maria Reyes-Wrede, Maria Puchol."
9781629703794,  2014938866,Abraham Lincoln / Grace Hansen.
9781629703800,  2014938867,Barack Obama / Grace Hansen.
9781629703817,  2014938868,Bill Clinton / Grace Hansen.
9781629703824,  2014938869,Franklin D. Roosevelt / Grace Hansen.
9781629703831,  2014939249,George Washington / Grace Hansen.
9781629703848,  2014938907,John F. Kennedy / Grace Hansen.
9781629706894,ocn891122930,"Football : great moments, records, and facts / by Teddy Borth."
9781629723303,  2016050124,Mustaches for Maddie / Chad Morris and Shelly Brown.
9781629723587,  2017012775,The eternity elixir / Frank L. Cole ; illustrated by Owen Richardson.
9781629797403,in901499002,Garvey's choice / Nikki Grimes.
9781631131851,ocn914222089,Caperucita Roja / adaptacion de Lada J. Kratky ; illustraciones de Carmen Garcia.
9781631134067,ocn949226942,"Que fue la isla Ellis? / Patricia Brennan Demuth ; ilustraciones de David Groff ; traduccion por Cambridge BrickHouse, Inc."
9781631134074,ocn946085567,"Que fue Pearl Harbor? / Patricia Brennan Demuth ; ilustraciones de John Mantha ; traduccion por Cambridge BrickHouse, Inc."
9781631134135,ocn946311333,"Que fue la Fiebre del Oro? / Joan Holub ; ilustraciones de Tim Tomkinson ; traduccion por Cambridge BrickHouse, Inc."
9781631134159,ocn946168603,"Que fue la expedicion de Lewis y Clark? / Judith St. George ; ilustraciones de Tim Foley ; traduccion por Cambridge BrickHouse, Inc."
9781631134166,ocn946992691,"Que fue la marcha de Washington? / Kathleen Krull ; ilustraciones de Tim Tomkinson ; traduccion por Cambridge BrickHouse, Inc."
9781631134203,ocn945738312,"Quien fue Betsy Ross? / James Buckley Jr. ; illustraciones de John O'Brien ; traduccion por Cambridge BrickHouse, Inc."
9781631134234,ocn944402917,"Quien fue Maria Antonieta? / Dana Meachen Rau ; ilustraciones de John O'Brien ; [traduccion por?] Cambridge BrickHouse, Inc."
9781631134258,ocn940467271,"Quien fue la Madre Teresa? / Jim Gigliotti ; ilustraciones de David Groff ; traduccion por Cambridge BrickHouse, Inc."
9781631134265,ocn933272607,"Quien fue Nelson Mandela? / Pam Pollack y Meg Belviso ; ilustraciones de Stephen Marchesi ; servicios editoriales de traduccion por Cambridge BrickHouse, Inc."
9781631134296,ocn944401919,"Quien fue Roberto Clemente? / James Buckley Jr. ; ilustraciones de Ted Hammond ; traduccion, Eduardo Noriega."
9781631134302,ocn945736510,"Quien fue Rosa Parks? / Yona Zeldis McDonough ; ilustraciones de Stephen Marchesi ; traduccion, Eduardo Noriega."
9781631135538,bl2016009524,"Voces de Luis Valdez, Judith Francisca Baca, Carlos J. Finlay / Alma Flor Ada, F. Isabel Campoy ; ilustrado por Pablo Rulfo, Isaac Hernandez y Beatriz Rodriguez."
9781631138454,bl2016042622,Quien fue el rey Tut? / Roberta Edwards ; ilustraciones de True Kelley.
9781631138478,013019083456,Quien fue Tomas Jefferson? / Dennis Brindell Fradin.
9781631138508,ocn959289602,Quien fue Harriet Tubman / Yona Zeldis McDonough ; ilustraciones de Nancy Harrison.
9781631138515,013019083944,Quien fue Benjamin Franklin? / Dennis Brindell Fradin.
9781631138553,021519131712,"Que viaje, Ambar Dorado! / Paula Danziger."
9781631138591,bl2017014946,"Lista para segundo grado, Ambar Dorado / Paula Danziger ; ilustraciones de Tony Ross ; traduccion: Enrique Mercado."
9781631139109,021519124956,Cruzando el Pacifico / Gary Soto.
9781631139116,bl2017042088,Beisbol en Abril y otros cuentos / Gary Soto ; traductor: Enrique Mercado.
9781631139512,ocn949866216,"Sapo y Sepo, inseparables / Arnold Lobel ; ilustraciones del autor."
9781631139529,021519131146,Sapo y Sepo son amigos / Arnold Lobel.
9781631139536,in901590052,"Dias con Sapo y Sepo / Arnold Lobel ; ilustraciones del autor ; traduccion, Pablo Lizcano."
9781631139598,021219160359,Mi dia de la A a la Z / F. Isabel Campoy.
9781631139642,012919091913,Poesia eres tu Antologia Poetica / F. Isabel Campoy.
9781631550621,ocn900088478,Los cambios de la materia : cambios fisicos y quimicos / Tracy Nelson Maurer ; editor del contenido: Shirley Duke.
9781631590702,  2015000439,"Finger knitting fun : 28 cute, clever, and creative projects for kids / Vickie Howell."
9781631927669,022619091023,"Last Stop, Coney Island / Will Ruch."
9781632207111,in901073222,Invasion of the overworld : an unofficial Minecrafter's adventure / Mark Cheverton.
9781632455321,  2015030302,Navidad en Camelot / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781632455338,  2015030303,Un castillo embrujado en la noche de Halloween / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781632455345,  2015031637,El verano de la serpiente marina / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781632455352,ocn930256081,El invierno del hechicero del hielo / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781632456434,  2016031939,Carnaval a media luz / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781632456441,  2016031940,La estacion de las tormentas de arena / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781632456458,  2016031941,La noche de los nuevos magos / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781632456465,  2016031942,Tormenta de nieve en luna azul / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781633692831,  2016058719,"Leadership on the line : staying alive through the dangers of leading / Ronald A. Heifetz, Marty Linsky."
9781634070041,in901364068,New York Giants / by Barry Wilner.
9781634303149,021219151423,Los problemas del intercambio / Maureen Picard Robins.
9781634303156,021219151128,Los tres chivitos y el ogro / Robin Koontz.
9781634303170,021219151717,Zelda la Cenicienta / Robin Koontz.
9781634303194,021219151620,Ay! Me cosieron! / Lin Picou.
9781634303224,021219151234,Esta ulula en primera? / Holly Karapetkova.
9781634303293,021219151524,Los tres pequenos recicladores / Robin Koontz.
9781634303309,in901369576,Un perrito problematico / Lin Picou ; illustrado por Bob Reese ; traduccion: Yanitzia Canetti.
9781634303361,021219151321,Esta roto! / Meg Greve.
9781634303385,021219151812,"A la hora de dormir, que problema! / J. Jean Robertson."
9781634303439,021219160258,Una Jungla en mi patio / Jo Cleland.
9781634728157,  2016056242,Frida Kahlo / Czeena Devera.
9781634729932,  2016056242,Frida Kahlo / Czeena Devera.
9781680781519,  2016006322,Wolverine : powerful predator / Paige V. Polinsky.
9781680781953,ocn944088090,YouTube / Lisa Owings.
9781680792171,ocn944304362,Mercer Mayer / Jennifer Strand.
9781681191058,  2016023127,Piecing me together / Renee Watson.
9781681191072,  2016023127,Piecing me together / Renee Watson.
9781681192451,  2017022320,The unicorn quest / Kamilla Benko.
9781681194479,  2017034053,Dreaming dangerous / Lauren DeStefano.
9781681195278,022619095712,The Firefly Code friendship is in our DNA / Megan Frazer Blakemore.
9781681195919,ocn983487270,Letters to the lost / Brigid Kemmerer.
9781681197869,  2017047798,Big box little box / Caryl Hart ; illustrated by Edward Underwood.
9781681520865,  2015033737,Wildfire! / by Elizabeth Raum.
9781681916880,ocn948773624,Windmills / Charlotte Hunter.
9781681917894,ocn948773624,Windmills / Charlotte Hunter.
9781682653531,020519145803,The Boy Who Opened Our Eyes / Elaine Sussman.
9781682921241,on1031406546,Un perro llamado Pulgas / Margarita Robleda ; ilustraciones de Eulalia Cornejo.
9781682921265,on1022947758,El gato de las mil narices / Margarita Robleda Moguel ; ilustraciones de Eulalia Cornejo.
9781682921272,bl2018003590,Una sorpresa en la galletera / Margarita Robleda ; ilustraciones de Eulalia Cornejo.
9781682921289,bl2018003584,Una cola especial / Margarita Robleda ; ilustraciones de Eulalia Cornejo.
9781684040407,  2016057965,Cenicienta en el baile = Cinderella at the ball / contado por Margaret Hillert ; illustrado por Juan Caminador.
9781684052493,on1005337650,"Star wars adventures. Volume 3, Endangered."
9781684150458,ocn972214119,"Lumberjanes. Volume seven, A bird's-eye view / Watters, Leyh, Sotuyo, Pietsch, Laiho."
9781770495005,ocn892778993,The adventures of Miss Petitfours / Anne Michaels ; with illustrations by Emma Block.
9781770864887,ocn962422460,Run / David Skuy.
9781771084673,cap16908044,Cammie takes flight / Laura Best.
9781771380171,ocn867557491,The magic box / written by L.M. Falcone ; illustrations by Kim Smith.
9781771380188,ocn867557443,The missing zucchini / written by L.M. Falcone ; illustrations by Kim Smith.
9781771380195,ocn893702908,The dirty trick / written by L.M. Falcone ; illustrations by Kim Smith.
9781771381536,ocn867557491,The magic box / written by L.M. Falcone ; illustrations by Kim Smith.
9781771381543,ocn867557443,The missing zucchini / written by L.M. Falcone ; illustrations by Kim Smith.
9781771381550,ocn893702908,The dirty trick / written by L.M. Falcone ; illustrations by Kim Smith.
9781772600377,ocn974480950,Stolen words / written by Melanie Florence ; illustrated by Gabrielle Grimard.
9781772600384,ocn974485505,The water walker / written and illustrated by Joanne Robertson.
9781772600551,ocn974480950,Stolen words / written by Melanie Florence ; illustrated by Gabrielle Grimard.
9781780042602,ocn769546734,Dip into Spanish : 1000 everyday words and phrases.
9781782355250,021219094140,Annie the Apple Pie Fairy / Tim Bugbird.
9781782500377,ocn871047081,How does my garden grow? / by Gerda Muller ; translated by Polly Lawson.
9781782852971,bl2016042648,On y danse les saisons / ecrit par Stella Blackstone ; illustre par Maria Carluccio ; traduit par Jennifer Couelle.
9781783935796,012819104029,Cinderella / Helen Anderton.
9781786272997,on1017577565,Frida Kahlo / written by Isabel Thomas ; illustrations by Marianna Madriz.
9781786273000,on1017577565,Frida Kahlo / written by Isabel Thomas ; illustrations by Marianna Madriz.
9781841483733,ocm46947885,Bear about town / written by Stella Blackstone ; illustrated by Debbie Harter.
9781841483757,in900062965,Bear on a bike / written by Stella Blackstone ; illustrated by Debbie Harter.
9781841489179,bt2004101328,Elephant dance : memories of India / written by Theresa Heine ; illustrated by Sheila Moxley.
9781846439773,on1003719450,Viento / Carol Thompson ; traduccion de Teresa Mlawer.
9781846439780,on1003717980,Nieve / Carol Thompson ; traduccion de Teresa Mlawer.
9781846439797,on1003705515,Lluvia / Carol Thompson ; traduccion de Teresa Mlawer.
9781846439803,on1003743270,Sol / Carol Thompson ; traduccion de Teresa Mlawer.
9781846861109,  2007025059,Bear at work / written by Stella Blackstone ; illustrated by Debbie Harter.
9781846862915,  2008037944,Un recorrido por las estaciones / escrito por Stella Blackstone ; ilustrado por Maria Carluccio.
9781846863899,  2009003087,Bear in sunshine = Oso bajo el sol / Stella Blackstone ; [illustrations by] Debbie Harter ; [translation by Leticia Meza-Riedewald].
9781847805089,ocn890991576,"Greek myths : stories of sun, stone, and sea / Sally Pomme Clayton ; illustrated by Jan Ray."
9781847807014,in901440266,City atlas : travel the world with 30 city maps / illustrated by Martin Haake ; written by Georgia Cherry.
9781878405135,bt 97000814,Perky Pelican : a tale of a lively bird / Suzanne Tate ; illustrated by James Melvin.
9781878405234,   98068574,Izzie Lizzie alligator : a tale of a big lizard / Suzanne Tate ; illustrated by James Melvin.
9781879531604,bt2003013853,The old man's mitten : a traditional tale / retold by Yevonne Pollock ; illustrated by Trish Hill.
9781879537385,   99071242,"Building the primary classroom. A complete guide to teaching and learning / Toni S. Bickart, Judy R. Jablon, Diane Trister Dodge ; [editor, Emily Kohn ; illustrations, Jody Eastman]."
9781880000052,hcs00020597,Bein' with you this way [KIT] / by W. Nikola-Lisa.
9781880000267,hcs00020597,Bein' with you this way [KIT] / by W. Nikola-Lisa.
9781880000311,   97007311,In daddy's arms I am tall : African Americans celebrating fathers / illustrated by by Javaka Steptoe.
9781880000328,pms00442244,Joshua's Masai mask [sound recording] / by Dakari Hru.
9781880000441,bt 09871260,"Gracias te damos : una ofrenda de los nativos americanos al amanecer de cada dia / por Cacique Jake Swamp ; ilustrado por Erwin Printup, Jr. ; traducido por Lidia Diaz."
9781880000465,bt 09871260,"Gracias te damos : una ofrenda de los nativos americanos al amanecer de cada dia / por Cacique Jake Swamp ; ilustrado por Erwin Printup, Jr. ; traducido por Lidia Diaz."
9781880000601,bt 98024661,The bus ride / written by William Miller ; illustrated by John Ward ; introduction by Rosa Parks.
9781880000694,bt 99004362,Under the lemon moon / by Edith Hope Fine ; illustrated by Rene King Moreno.
9781880000700,   98013086,Elizabeti's doll / by Stephanie Stuve-Bodeen ; illustrated by Christy Hale.
9781880000847,020519151609,My Steps / Sally Derby.
9781880000908,bt 99020824,Bajo la luna de limon / por Edith Hope Fine ; ilustrado por Rene King Moreno ; traducido por Eida de la Vega.
9781880000915,bt 99020824,Bajo la luna de limon / por Edith Hope Fine ; ilustrado por Rene King Moreno ; traducido por Eida de la Vega.
9781880507063,in500007379,Los cien vestidos / por Eleanor Estes ; ilustrado por Louis Slobodkin ; traducido por Teresa Mlawer.
9781880507155,in500007379,Los cien vestidos / por Eleanor Estes ; ilustrado por Louis Slobodkin ; traducido por Teresa Mlawer.
9781880507216,bt2005006244,Nino Cuervo / por Taro Yashima ; traducido por Maria A. Fiol.
9781880507308,   97002242,Pink y Say / Patricia Polacco ; traduccion de Alejandra Lopez Varela.
9781880507339,bt 98007310,Los zapaticos de rosa / Jose Marti ; ilustrado por Lulu Delacre.
9781880507360,bt 90007091,El viaje en tren / por June Crebbin ; ilustrado por Stephen Lambert ; traducido por Esther Roehrich-Rubio.
9781880507476,   98028598,Los 500 sombreros de Bartolome Cubbins / Dr. Seuss ; traducido por Eida de la Vega.
9781880507544,   99034169,La colcha de los recuerdos / por Patricia Polacco ; traducido por Teresa Mlawer.
9781880507612,bt2005006244,Nino Cuervo / por Taro Yashima ; traducido por Maria A. Fiol.
9781880507735,   00033118,Como El Grinch robo La Navidad / Dr. Seuss ; traducido por Yanitzia Canetti.
9781880507926,  2001029026,Cuentos para chicos y grandes / por Hilda Perera ; ilustrado por Rapi Diego.
9781880507933,  2001029026,Cuentos para chicos y grandes / por Hilda Perera ; ilustrado por Rapi Diego.
9781883672584,   98015162,G is for googol : a math alphabet book / written by David M. Schwartz ; illustrated by Marissa Moss.
9781886822573,030819091800,"The Skillful Leader III Strengthening Teacher Evaluation, Taking Action to Improve Ineffective Instruction / Alexander D. Platt."
9781886910539,   00063624,Carver : a life in poems / Marilyn Nelson.
9781888444353,021219091548,Dora's Eggs / Julie Sykes.
9781891792861,  2007941436,Resourceful leadership : tradeoffs and tough decisions on the road to school improvement / Elizabeth A. City.
9781891792878,  2007941436,Resourceful leadership : tradeoffs and tough decisions on the road to school improvement / Elizabeth A. City.
9781896232041,bt2005007748,"Dream : a tale of wonder, wisdom & wishes / Susan V. Bosak ; with original illustrations by fifteen internationally acclaimed artists."
9781904550358,  2004058261,Twenty-four robbers / Audrey Wood.
9781904550648,bl2007011595,Old Macdonald had a farm / illustrated by Pam Adams.
9781905236985,bl2015001364,Bear on a bike / written by Stella Blackstone ; illustrated by Debbie Harter.
9781929132515,bt2003015695,Unique Monique / Maria Rousaki ; illustrated by Polina Papanikolaou.
9781929766000,   00037010,Ernest L. Thayer's Casey at the bat : a ballad of the Republic sung in the year 1888 / copiously and faithfully illustrated by Christopher Bing.
9781930332034,  2001029606,"Gracias, Sr. Falker / Patricia Polacco ; [traducido por Teresa Mlawer]."
9781930332492,  2003005594,Dinosaurios al atardecer / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332508,  2003005597,El caballero del alba / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332515,  2003005600,Una momia al amanecer / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332522,ocn607218787,Piratas despues del mediodia / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332546,   97002242,Pink y Say / Patricia Polacco ; traduccion de Alejandra Lopez Varela.
9781930332577,  2007061486,Juana Ines / Georgina Lazaro ; ilustrado por Bruno Gonzalez Preza.
9781930332584,  2005033722,Julia / Georgina Lazaro ; ilustrado por Poli Marichal.
9781930332591,  2007026095,Arco iris de poesia : poemas de las Americas y Espana / seleccion de Sergio Andricain ; ilustrado por Olga Cuellar.
9781930332652,  2004010738,Azucar! / Ivar Da Coll.
9781930332669,  2004001719,La noche de los ninjas / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332676,  2004001720,Una tarde en el Amazonas / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332683,  2004001721,Un tigre dientes de sable en el ocaso / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332690,  2004001723,Medianoche en la luna / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332799,   99034169,La colcha de los recuerdos / por Patricia Polacco ; traducido por Teresa Mlawer.
9781930332805,  2005001660,Nadarin / Leo Lionni ; traduccion de Teresa Mlawer.
9781930332812,  2005001737,Frederick / Leo Lionni ; traduccion de Teresa Mlawer.
9781930332829,  2004025930,Tili y el muro / Leo Lionni ; traduccion de Teresa Mlawer.
9781930332836,ocm62778668,"Un pez, dos peces, pez rojo, pez azul / por Dr. Seuss ; traducido por Yanitzia Canetti."
9781930332881,ocm64396379,Querido Salvatierra / Simon James ; traduccion de Eida de la Vega.
9781930332966,bt2006015270,Delfines al amanecer / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332973,  2005029940,Atardecer en el pueblo fantasma / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332980,  2005029972,Leones a la hora del almuerzo / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930332997,  2005029974,Osos polares despues de la medianoche / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781930556744,  2003064330,Data analysis for continuous school improvement / Victoria L. Bernhardt.
9781931498067,  2002023740,A cafecito story / Julia Alvarez ; translated by Daisy Cocco de Filippis ; afterword by Bill Eichner ; woodcuts by Belkis Ramirez = El cuento del cafecito / Julia Alvarez ; traduccion de Daisy Cocco de Filippis ; epilogo de Bill Eichner ; grabados de Belkis Ramirez.
9781931636858,in900391501,My mouth is a volcano! / [written by Julia Cook ; illustrated by Carrie Hartman].
9781932748963,in900337292,Paco y la planta de chile gigante / escrito por Keith Polette ; ilustrado por Elizabeth O. Dulemba.
9781932748970,in900337292,Paco y la planta de chile gigante / escrito por Keith Polette ; ilustrado por Elizabeth O. Dulemba.
9781933032016,  2006004045,"La maleta de Hana : un relato veridico / por Karen Levine ; traduccion, Mariana Kosmal."
9781933032023,  2001029606,"Gracias, Sr. Falker / Patricia Polacco ; [traducido por Teresa Mlawer]."
9781933032078,  2006005951,Y pensar que lo vi por la calle Porvenir / por Dr. Seuss ; traducido por Yanitzia Canetti.
9781933032085,  2007061487,Jose Marti / Georgina Lazaro ; ilustrado por Maria Sanchez.
9781933032092,  2007011697,Pablo / Georgina Lazaro ; iIustrado por Marcela Donoso.
9781933032191,  2007061488,Vacaciones al pie de un volcan / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032207,  2007061481,El dia del Rey Dragon / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032214,  2007061482,Barcos vikingos al amanecer / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032221,  2007061484,La hora de los Juegos Olimpicos / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032245,ocn144228276,Yo puedo leer con los ojos cerrados! / por Dr. Seuss ; traducido por Yanitzia Canetti.
9781933032306,in900274587,Un leon en la biblioteca / Michelle Knudsen ; ilustrado por Kevin Hawkes ; traducido por Teresa Mlawer.
9781933032368,  2007022800,La cucarachita Martina : adaptacion de un cuento popular / ilustrado por Hector Cuenca.
9781933032399,  2009010215,Federico Garcia Lorca / Georgina Lazaro ; ilustrado por Enrique S. Moreiro.
9781933032405,  2009008491,Jorge Luis Borges / Georgina Lazaro ; ilustrado por Graciela Genoves.
9781933032412,  2008004153,Yoruga la tortuga y otros cuentos / por Dr. Seuss ; traducido por Yanitzia Canetti.
9781933032443,021219154429,El pollo de los Domingos / Patricia Polacco.
9781933032474,  2008015321,Esta noche en el Titanic / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032481,  2008015326,Bufalos antes del desayuno / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032498,  2008015327,Tigres al anochecer / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032504,  2008015331,Perros salvajes : a la hora de la cena / Mary Pope Osborne ; ilustrado por Sal Murdocca ; traducido por Marcela Brovelli.
9781933032627,ocn423389685,"Diario de Greg. [2], La ley de Rodrick / Jeff Kinney ; [translation, Esteban Mor\74an]."
9781933032658,  2007022800,La cucarachita Martina : adaptacion de un cuento popular / ilustrado por Hector Cuenca.
